transaction_amount,transaction_hour,account_age_days,distance_km,transactions_24h,avg_amount_7d,device_changes_30d,failed_attempts_24h,num_prior_transactions,is_new_device,email_address_match,billing_shipping_match,card_present,merchant_risk_score,velocity_score,isFraud
7.35,1,1078,8.09,0,35.56,0,0,93,0,1,1,1,0.208,4.67,0
11.19,15,176,36.91,2,26.57,0,0,6,0,1,1,1,0.117,24.88,0
36.55,17,411,1.56,3,58.46,0,0,23,0,1,1,0,0.361,22.0,0
27.69,1,680,15.85,2,8.82,0,0,26,0,1,1,1,0.272,10.59,0
16.79,15,453,41.52,0,58.66,0,0,32,0,1,0,0,0.181,0.0,0
18.53,0,1540,21.09,0,23.19,0,0,32,0,1,1,1,0.129,4.53,0
60.11,15,461,4.88,1,28.45,0,1,29,0,1,1,0,0.538,11.17,0
17.86,2,1161,18.96,2,84.46,0,0,90,0,1,1,1,0.148,15.71,0
27.44,14,141,5.24,1,8.69,0,0,4,0,1,1,1,0.152,4.23,0
262.42,10,411,1.77,1,43.6,1,0,14,0,1,1,1,0.1,6.03,0
7.22,9,392,18.95,4,11.77,0,0,30,0,1,1,1,0.221,29.62,0
4.7,16,2276,2.96,2,84.19,1,0,116,1,1,1,0,0.125,19.85,0
65.6,3,114,1.77,3,116.85,1,0,7,0,1,1,0,0.119,37.28,0
15.2,16,76,12.04,0,47.49,0,1,3,0,1,1,1,0.237,0.0,0
21.8,3,473,14.54,0,60.36,0,0,24,0,1,1,0,0.28,1.82,0
13.72,18,127,0.79,1,5.13,0,0,5,0,1,0,1,0.04,14.18,0
23.11,0,510,0.07,4,16.13,0,0,33,0,1,1,0,0.023,40.81,0
148.2,13,1797,32.07,2,27.14,0,2,119,0,1,0,0,0.018,27.06,0
66.83,23,1464,1.84,1,35.62,0,0,116,1,1,1,1,0.295,0.0,0
70.97,10,131,13.15,2,18.69,0,0,7,0,1,1,1,0.203,25.97,0
7.27,6,94,46.04,0,18.57,0,0,5,1,1,1,0,0.273,0.0,0
9.48,16,411,10.76,2,14.76,0,0,35,0,1,1,1,0.073,14.99,0
1.75,3,442,2.26,1,27.88,1,0,8,0,0,1,0,0.093,3.92,0
13.34,9,543,7.5,3,13.21,0,0,32,1,1,1,1,0.326,34.21,0
78.0,16,676,14.67,3,5.72,0,0,18,0,1,1,0,0.524,23.66,0
50.25,3,459,21.59,3,2.85,0,0,33,0,1,1,1,0.107,31.12,0
24.01,18,59,14.01,2,40.66,0,2,5,0,1,1,1,0.095,8.4,0
29.3,17,781,0.52,0,29.41,0,0,40,0,1,1,0,0.087,0.29,0
15.05,16,41,2.32,1,26.84,0,0,2,0,1,1,1,0.118,7.23,0
36.77,5,10,6.97,5,58.92,0,0,0,0,1,1,0,0.104,43.91,0
64.45,6,734,18.35,1,7.69,1,0,58,0,1,1,0,0.398,27.38,0
5.95,5,397,13.17,3,24.25,1,0,26,0,1,1,0,0.302,27.9,0
40.43,11,600,0.69,2,84.84,1,1,40,0,1,1,1,0.039,12.56,0
76.13,8,241,23.91,3,19.87,0,0,7,0,1,0,0,0.21,0.08,0
19.78,17,6,13.94,1,22.96,0,0,0,0,1,1,0,0.208,8.61,0
60.38,1,201,32.73,2,59.34,1,0,13,0,1,1,1,0.193,19.1,0
500.02,16,468,8.11,1,22.15,1,0,12,0,1,1,1,0.077,17.36,1
27.0,20,128,10.11,2,6.37,0,0,3,0,0,1,1,0.153,16.77,0
44.4,0,582,7.8,1,24.13,0,0,17,0,1,0,0,0.2,2.11,0
14.32,22,791,19.23,1,15.88,0,1,39,0,0,1,0,0.153,3.15,0
35.92,8,303,20.92,2,10.07,1,1,11,0,1,1,0,0.278,31.44,0
47.48,5,1043,19.27,2,80.34,0,0,100,0,1,0,1,0.332,11.67,0
36.41,1,965,5.17,1,32.0,0,0,70,0,1,1,0,0.055,16.36,0
10.81,5,1052,15.16,2,58.96,0,0,34,0,1,1,1,0.245,11.34,0
36.83,8,541,6.2,1,7.85,1,0,45,0,0,1,1,0.017,23.32,0
129.31,2,182,26.95,1,20.92,0,0,7,0,1,1,1,0.446,18.43,0
46.93,15,328,0.85,1,56.26,0,0,27,0,1,1,0,0.101,7.61,0
78.41,23,620,0.58,1,39.58,0,0,34,0,1,0,0,0.274,14.97,0
23.64,14,118,1.61,2,73.26,0,0,6,0,1,1,1,0.294,11.57,0
63.43,11,671,3.39,0,18.83,0,0,32,0,0,1,0,0.017,0.0,0
39.62,22,397,0.58,0,29.71,1,0,14,0,1,0,1,0.108,22.19,0
11.58,7,50,1.11,4,31.7,0,1,3,0,1,1,1,0.12,47.56,0
41.2,5,407,5.48,1,33.99,0,0,23,0,1,1,1,0.112,15.96,0
11.12,2,35,1.58,1,29.41,0,0,0,0,1,0,1,0.146,13.79,0
15.91,22,7,24.3,2,19.28,0,0,0,0,1,1,1,0.363,15.89,0
36.21,3,1102,0.83,0,50.96,0,0,88,0,1,1,1,0.097,0.0,0
40.34,9,337,35.78,1,45.87,0,0,13,0,1,1,1,0.021,10.83,0
9.12,13,392,30.7,0,32.88,0,0,28,0,1,0,1,0.101,5.67,0
85.97,20,164,3.51,0,15.38,0,0,5,0,1,0,1,0.144,0.0,0
53.09,23,391,1.11,1,21.68,0,0,31,0,1,0,0,0.376,18.82,0
14.81,14,92,1.67,0,7.92,0,0,4,0,1,1,1,0.6,9.08,0
6.44,6,685,12.28,0,18.66,0,0,11,0,1,1,1,0.22,0.9,0
25.92,6,867,13.78,1,27.69,0,0,61,0,1,1,1,0.074,7.62,0
19.18,7,969,5.69,0,58.25,0,1,62,0,1,1,1,0.263,10.43,0
33.55,9,56,5.28,3,16.19,1,1,3,0,1,1,1,0.097,27.51,0
20.84,18,408,11.37,0,18.75,0,0,39,0,1,1,0,0.187,3.41,0
4.03,18,827,5.47,2,56.98,1,0,39,0,1,1,0,0.325,20.03,0
20.32,1,69,40.84,5,73.15,0,1,6,1,1,0,1,0.096,36.37,0
22.07,14,52,7.23,1,22.77,0,0,0,0,1,1,0,0.485,7.16,0
56.47,0,849,3.72,2,45.47,0,1,82,0,1,1,1,0.223,16.89,0
14.91,9,797,2.37,1,13.88,1,1,49,0,1,1,0,0.253,16.28,0
160.56,5,298,14.98,2,31.3,0,0,17,0,1,0,0,0.42,20.02,0
4.43,21,58,5.93,4,26.38,0,1,5,0,1,1,0,0.232,43.49,0
111.18,12,363,3.14,0,11.51,0,0,25,0,1,1,1,0.172,0.0,0
23.94,9,251,4.84,2,34.74,0,0,15,0,1,1,1,0.166,15.44,0
70.78,11,365,5.52,1,18.77,0,0,17,0,1,1,1,0.372,13.44,0
32.45,23,290,14.75,0,109.22,0,0,20,1,0,1,1,0.096,2.6,0
93.65,5,420,2.88,1,16.67,0,0,8,1,1,1,1,0.503,14.94,0
20.34,5,649,19.8,2,7.03,0,0,24,0,1,1,0,0.292,0.55,0
9.99,0,746,5.46,1,28.6,1,0,18,0,1,0,1,0.113,1.52,0
124.03,11,523,10.05,1,47.83,2,0,30,0,1,1,0,0.201,27.85,0
26.75,22,111,15.96,1,21.65,0,0,2,0,1,1,0,0.097,17.84,0
37.4,22,253,11.77,3,38.7,0,0,21,0,1,1,0,0.1,43.9,0
103.0,9,37,16.28,3,50.78,0,0,1,0,1,0,1,0.402,32.35,0
10.68,13,300,5.84,1,20.56,0,0,20,0,1,1,1,0.124,20.72,0
54.35,14,1759,49.64,1,217.41,0,0,78,1,1,1,1,0.22,0.0,0
16.61,22,513,9.21,2,22.21,0,0,38,0,1,0,0,0.026,28.69,0
26.25,23,84,5.83,0,122.49,0,0,3,0,1,1,1,0.163,6.95,0
32.21,3,156,5.27,1,58.53,1,0,7,0,1,0,1,0.355,9.11,0
6.68,0,33,0.65,2,103.66,1,0,1,0,0,0,0,0.085,26.69,0
13.75,7,101,17.32,1,50.09,0,1,4,0,1,1,0,0.132,0.64,0
115.71,2,335,4.57,1,39.0,0,0,10,0,0,1,0,0.327,4.71,0
72.69,13,211,47.89,1,14.75,1,0,11,1,1,1,0,0.231,24.28,0
28.14,16,114,3.54,3,19.27,0,0,8,0,1,1,0,0.255,26.41,0
38.21,1,79,11.31,0,12.84,0,0,3,0,1,1,1,0.238,0.58,0
22.33,14,534,19.95,2,36.5,0,1,44,0,1,1,0,0.127,8.67,0
116.35,5,408,30.62,2,67.65,1,0,34,1,1,1,0,0.099,26.77,0
24.52,4,925,2.55,3,32.34,0,1,31,0,1,1,0,0.516,19.46,0
37.78,13,101,63.4,0,45.71,0,0,3,1,1,1,0,0.121,0.0,0
94.26,18,942,35.59,3,72.89,0,0,15,0,1,1,0,0.158,20.42,0
13.77,8,431,49.39,1,17.27,0,0,19,0,1,1,1,0.39,0.22,0
142.42,7,155,28.73,2,48.52,0,0,14,0,1,1,0,0.145,0.0,0
6.49,2,160,31.52,1,76.86,0,0,13,0,1,1,0,0.158,9.45,0
152.88,17,247,13.7,2,56.98,0,0,23,0,1,1,0,0.285,17.62,0
20.64,7,308,27.99,3,90.53,0,0,10,0,1,1,1,0.048,23.32,0
23.51,15,43,11.45,2,76.74,0,0,2,0,1,1,0,0.274,21.82,0
4.53,14,923,11.59,3,13.22,0,1,43,0,1,1,1,0.023,30.38,0
19.01,20,65,12.4,1,20.15,0,0,4,0,1,1,1,0.11,3.9,0
10.59,14,330,84.06,0,41.06,0,0,25,0,1,1,0,0.11,0.0,0
16.32,15,241,1.65,1,29.66,0,1,5,1,1,1,0,0.212,0.0,0
26.12,0,359,24.57,0,4.72,1,2,8,0,1,1,0,0.247,7.85,0
78.08,9,1092,4.79,2,4.02,1,0,28,0,1,1,0,0.354,23.35,0
36.88,18,2259,6.72,2,5.48,3,1,90,0,1,1,1,0.164,64.63,0
40.76,4,10,1.26,1,58.63,0,0,0,0,1,1,0,0.176,7.41,0
10.02,17,250,6.5,0,36.78,1,0,17,0,0,1,0,0.207,6.0,0
12.42,2,851,70.27,1,21.88,0,2,35,0,1,1,1,0.346,7.63,0
181.04,3,198,7.59,1,17.02,1,0,17,0,1,1,1,0.325,26.78,0
14.37,3,524,16.62,3,52.46,0,0,40,0,1,1,0,0.177,10.5,0
156.99,10,2431,1.93,0,46.23,0,0,237,0,1,1,1,0.016,4.47,0
23.5,8,520,38.36,0,7.96,1,0,38,0,1,1,0,0.1,0.0,0
30.03,0,59,26.38,2,12.75,1,0,4,0,0,1,0,0.507,29.07,0
87.39,15,926,7.32,1,20.26,0,0,78,1,1,1,1,0.18,1.49,0
106.9,8,1700,6.43,3,17.98,0,0,159,0,1,1,0,0.504,24.0,0
26.82,10,623,8.49,1,21.3,0,0,24,0,1,1,0,0.091,5.05,0
20.32,5,272,7.69,3,16.59,0,1,19,0,1,1,1,0.109,19.8,0
28.33,16,1482,4.48,2,14.28,0,0,75,0,1,1,0,0.245,3.48,0
42.01,11,1730,70.4,2,36.76,0,0,61,0,1,0,0,0.21,9.54,0
73.06,21,1368,24.95,0,35.0,1,0,44,0,1,1,0,0.117,3.12,0
30.09,7,265,4.68,0,5.51,0,0,6,0,1,1,0,0.268,0.0,0
55.64,15,780,60.03,0,15.97,0,0,68,0,1,1,1,0.255,0.0,0
154.22,4,531,0.23,1,5.97,0,0,9,0,1,1,1,0.129,5.18,0
43.87,20,99,8.64,1,93.4,0,0,9,0,1,1,1,0.153,17.82,0
40.92,0,383,12.64,3,26.73,0,0,37,0,1,1,0,0.084,17.83,0
6.56,16,689,0.57,1,19.98,0,0,41,1,1,1,1,0.262,7.7,0
2.16,23,1131,2.63,0,38.11,1,0,88,0,0,1,0,0.224,6.56,0
44.18,20,992,4.48,2,64.95,0,0,54,0,1,1,1,0.171,14.58,0
27.25,7,84,19.11,0,5.94,0,0,2,0,1,0,0,0.072,0.0,0
17.91,9,335,42.14,2,13.87,0,0,26,0,1,1,1,0.072,20.24,0
38.23,17,325,14.69,2,27.09,0,0,17,0,1,1,0,0.003,13.5,0
28.21,14,1145,12.41,1,10.48,0,1,101,0,1,1,1,0.619,9.28,0
92.55,19,1,11.54,2,15.79,0,0,0,0,1,0,1,0.152,23.59,0
32.66,12,671,6.48,1,6.47,0,0,64,0,1,1,0,0.033,10.53,0
14.2,9,482,26.38,0,13.04,0,1,36,0,1,1,0,0.254,0.0,0
80.65,8,1273,11.67,0,14.08,1,0,73,0,1,1,1,0.054,22.49,0
24.12,12,305,3.92,2,99.34,0,0,19,1,1,1,0,0.137,10.14,0
50.73,2,536,2.21,3,44.89,1,1,24,1,1,1,0,0.236,28.93,0
18.59,21,1801,63.52,2,9.12,0,0,128,0,1,1,1,0.232,4.65,0
15.65,22,681,0.26,1,17.52,0,1,16,0,1,1,0,0.119,3.56,0
32.6,2,35,40.64,1,34.91,0,1,3,0,0,1,0,0.149,8.33,0
30.35,0,92,3.69,1,14.47,0,0,2,0,1,1,0,0.109,8.96,0
48.42,1,861,16.07,1,15.85,0,0,57,0,1,0,0,0.433,5.11,0
22.9,10,204,5.38,3,99.95,0,1,8,0,0,1,0,0.542,32.45,0
4.78,13,612,29.47,4,10.14,0,0,52,0,1,1,1,0.192,28.2,0
19.44,9,602,11.76,2,143.23,0,0,41,0,1,1,0,0.248,21.14,0
66.28,6,2534,2.28,1,10.02,1,0,170,0,1,1,0,0.06,27.35,0
22.26,22,317,4.72,1,5.01,0,0,25,0,1,1,0,0.048,0.0,0
23.42,0,669,5.79,0,99.62,0,0,17,0,1,1,0,0.273,4.33,0
80.35,6,25,32.56,0,34.41,1,0,1,0,1,0,1,0.087,11.76,0
14.7,14,310,21.83,1,23.94,1,0,18,0,1,1,0,0.128,19.99,0
6.41,10,103,26.54,0,36.94,0,0,4,1,1,1,0,0.169,0.0,0
25.52,5,918,0.81,1,8.55,0,1,23,0,1,1,1,0.092,1.08,0
18.46,21,916,12.97,1,17.37,1,0,38,0,1,1,0,0.263,12.83,0
11.4,6,135,106.54,2,58.16,0,0,7,0,1,1,1,0.098,22.37,0
25.14,6,192,23.07,0,15.65,0,0,5,0,1,1,1,0.403,0.0,0
48.98,0,606,1.93,1,15.43,0,0,43,0,0,1,0,0.194,18.83,0
29.69,9,670,17.04,2,68.06,0,0,15,0,1,0,1,0.112,20.49,0
40.73,20,536,20.52,1,25.97,0,0,48,0,1,1,1,0.139,8.92,0
183.72,14,2856,10.83,1,35.95,1,1,133,0,1,1,1,0.183,33.48,0
21.27,7,1015,1.23,4,8.69,0,0,47,0,1,1,1,0.131,31.25,0
39.58,23,270,0.53,1,27.15,0,0,9,0,1,1,1,0.218,13.77,0
18.01,18,198,41.66,1,82.33,0,0,11,0,1,1,1,0.441,11.81,0
12.85,2,454,4.47,1,6.4,0,1,39,0,0,0,0,0.172,15.67,0
16.69,22,851,7.15,2,12.41,0,0,55,0,1,1,1,0.375,23.03,0
18.56,14,323,23.79,6,71.66,1,0,27,0,1,1,1,0.316,58.27,0
42.93,3,669,17.53,1,36.87,0,0,65,0,1,1,0,0.306,4.07,0
313.9,5,10,51.9,4,14.18,0,0,0,1,1,0,1,0.161,31.58,1
14.64,9,1301,1.46,0,25.21,0,0,39,0,1,1,0,0.074,0.0,0
19.75,17,743,18.41,2,21.3,1,3,31,0,1,1,0,0.452,26.42,0
28.13,15,251,1.29,2,4.5,1,0,18,0,0,1,1,0.143,27.83,0
44.51,17,242,0.0,3,28.47,0,0,19,0,1,1,1,0.164,26.66,0
39.0,5,54,1.92,0,7.79,0,0,3,0,1,1,1,0.177,0.0,0
108.21,18,847,14.39,1,33.72,0,0,54,0,1,1,0,0.104,12.77,0
2.65,16,732,16.91,0,7.58,0,1,68,0,1,1,1,0.198,0.0,0
2.75,17,497,8.65,1,54.05,1,0,28,0,1,1,0,0.239,7.83,0
18.25,12,53,0.71,3,25.02,1,0,3,1,1,1,1,0.259,37.45,0
89.77,6,152,15.08,0,10.42,0,0,6,0,1,1,1,0.395,0.0,0
6.26,19,307,1.35,0,10.55,0,1,15,0,1,1,1,0.226,0.0,0
1.48,11,155,2.29,3,15.51,1,0,5,0,1,1,1,0.172,35.56,0
53.05,1,285,10.78,1,24.99,0,0,23,0,1,1,0,0.101,0.0,0
38.23,11,128,6.24,1,21.2,0,0,4,0,0,0,1,0.17,20.04,0
10.07,11,215,9.38,0,33.28,0,0,7,0,1,1,1,0.201,5.72,0
11.18,23,528,15.12,0,31.3,0,0,13,0,1,1,1,0.121,0.0,0
11.36,3,1114,2.62,2,56.69,0,0,86,1,1,1,0,0.274,2.78,0
33.47,3,243,33.54,2,146.66,0,1,5,0,1,1,1,0.376,6.06,0
16.02,17,589,12.3,1,22.32,0,0,12,0,1,1,0,0.025,6.13,0
49.11,15,72,0.34,2,23.51,0,0,4,0,1,1,0,0.206,14.63,0
1.73,13,389,14.85,1,36.74,0,0,18,0,1,1,0,0.265,10.23,0
12.72,16,1274,9.33,2,14.44,2,0,119,0,1,1,1,0.142,44.94,0
9.72,16,14,18.14,2,8.91,0,1,1,0,1,1,1,0.154,8.04,0
23.19,2,156,22.99,1,14.2,0,1,9,0,1,1,0,0.5,6.8,0
17.5,5,71,41.92,0,26.57,0,0,1,0,1,1,1,0.044,0.0,0
66.54,22,381,96.07,0,32.65,0,0,23,0,1,1,1,0.21,9.96,0
4.67,12,569,11.96,1,134.45,0,0,56,0,1,1,1,0.454,12.2,0
31.36,8,30,12.37,0,7.37,0,0,2,0,1,1,1,0.268,3.15,0
52.37,20,36,0.34,4,33.37,0,0,2,0,1,1,0,0.319,25.62,0
191.84,8,1019,30.06,0,20.74,0,0,51,0,1,1,1,0.086,2.43,0
18.51,7,305,0.44,0,66.36,0,1,6,0,1,1,0,0.037,0.0,0
41.45,16,311,15.02,2,10.15,1,0,29,0,1,1,1,0.214,24.29,0
4.93,15,1446,1.56,3,48.21,0,0,63,0,1,1,1,0.076,29.54,0
2.74,15,193,5.05,1,17.11,0,0,5,0,1,1,0,0.431,11.07,0
69.74,18,1137,2.27,3,56.1,1,0,33,0,1,1,0,0.171,39.84,0
29.8,23,1830,2.22,0,25.3,1,0,51,0,1,1,0,0.196,14.94,0
97.37,15,138,1.16,2,51.7,0,1,7,0,1,1,1,0.214,23.08,0
7.59,13,361,5.74,3,35.17,0,0,31,0,1,1,0,0.371,20.11,0
50.4,19,382,8.27,2,11.81,0,0,11,0,1,1,1,0.199,18.72,0
194.19,13,1006,9.37,2,5.14,0,0,80,0,1,1,0,0.289,8.46,0
45.59,13,181,8.69,1,89.9,0,0,4,0,1,1,1,0.147,0.0,0
39.51,13,800,11.13,1,21.17,0,1,21,0,1,1,0,0.556,23.24,0
30.22,11,1770,29.47,1,74.01,0,0,46,0,1,1,0,0.38,18.97,0
6.23,5,917,14.99,2,25.38,0,0,54,0,1,1,0,0.103,15.31,0
116.23,19,1199,0.26,0,59.14,0,0,107,0,1,1,0,0.062,0.0,0
16.27,12,616,2.85,2,12.36,1,0,48,0,1,1,0,0.245,20.75,0
49.62,15,1171,6.44,3,30.83,0,0,103,0,1,1,1,0.171,17.56,0
6.28,8,90,44.65,1,326.0,0,1,7,0,1,0,1,0.154,14.39,0
9.21,1,623,1.22,1,12.32,0,0,16,0,1,1,0,0.178,14.05,0
125.85,21,658,18.57,0,44.14,0,2,41,0,1,1,0,0.031,0.0,0
21.17,2,289,0.5,5,26.12,0,1,23,0,1,1,0,0.071,30.82,0
128.16,9,42,6.75,2,37.41,0,0,4,0,1,0,1,0.06,13.75,0
27.71,19,487,22.05,1,28.46,1,0,35,0,1,1,0,0.123,8.77,0
4.75,1,27,6.32,1,6.42,0,0,2,1,1,0,1,0.079,6.09,0
73.12,23,241,8.44,1,39.4,1,0,11,0,1,1,0,0.219,20.63,0
16.61,9,250,35.36,0,36.43,0,0,18,0,1,1,1,0.18,1.99,0
60.26,7,3417,1.03,1,98.56,0,1,162,1,1,1,1,0.138,11.08,0
30.73,16,178,11.25,1,10.17,1,2,5,0,1,1,0,0.107,25.55,0
6.4,21,859,6.84,1,33.99,0,0,18,0,1,1,0,0.18,3.51,0
35.31,0,27,49.79,0,10.63,0,0,2,0,1,1,0,0.252,20.93,0
269.41,5,377,23.68,3,61.44,0,1,8,0,1,1,0,0.102,24.0,1
49.06,6,385,1.95,1,48.39,1,0,38,0,1,0,1,0.14,28.06,0
28.29,14,495,39.34,1,22.08,0,0,29,0,1,1,0,0.406,21.17,0
87.82,17,830,3.56,1,9.36,0,0,48,0,1,1,1,0.023,0.0,0
36.99,8,718,1.33,3,27.15,0,0,16,0,1,1,0,0.15,21.09,0
36.95,7,716,11.7,0,41.48,1,0,16,1,1,1,0,0.272,12.68,0
10.06,9,283,20.01,2,64.64,0,1,21,0,1,1,1,0.173,27.81,0
37.86,3,650,18.88,2,9.47,0,0,34,0,1,1,1,0.253,17.58,0
84.39,19,338,11.46,2,12.08,0,0,10,1,1,0,0,0.393,6.56,0
12.99,7,35,10.18,2,11.6,1,1,1,0,1,1,1,0.488,13.24,0
124.52,0,1104,52.37,1,22.54,0,0,39,0,1,1,1,0.301,10.51,0
27.34,7,1104,25.77,3,16.66,0,0,92,0,1,1,1,0.116,42.04,0
12.33,22,195,17.99,1,53.55,0,0,13,0,1,1,0,0.059,10.59,0
81.26,11,1226,3.26,1,41.91,0,0,27,0,1,1,1,0.04,0.0,0
22.49,22,709,25.7,2,50.17,0,1,52,0,1,1,1,0.162,29.85,0
64.04,14,256,20.78,3,72.6,0,0,15,0,1,1,0,0.174,23.03,0
22.38,12,201,72.47,1,8.17,0,0,13,0,1,1,1,0.183,18.88,0
28.22,15,1847,2.14,3,24.94,0,0,77,0,1,1,0,0.086,16.3,0
49.09,22,623,18.84,2,29.58,0,0,11,0,1,1,1,0.309,15.98,0
40.08,17,238,58.01,1,13.69,0,1,14,0,1,0,1,0.31,12.92,0
4.07,0,514,9.31,3,25.99,0,0,34,0,1,1,0,0.176,31.41,0
9.76,16,424,19.83,1,37.97,1,0,29,0,1,1,0,0.115,27.11,0
75.9,15,372,55.56,0,17.66,0,0,19,0,1,1,1,0.258,2.35,0
26.26,22,517,11.89,3,28.01,0,0,32,0,1,1,0,0.222,25.32,0
17.75,4,386,18.01,3,20.46,0,0,23,0,1,1,0,0.095,26.76,0
7.7,19,532,0.3,1,44.04,0,0,25,0,1,0,1,0.151,19.16,0
10.18,20,1191,11.0,2,56.66,0,1,100,0,1,0,0,0.261,19.25,0
3.97,9,2500,4.43,1,41.18,1,0,131,0,1,1,1,0.166,28.48,0
27.08,5,618,2.11,3,88.07,0,0,22,0,1,1,1,0.056,31.1,0
16.47,11,1314,18.5,2,3.45,0,0,22,0,1,1,1,0.077,7.6,0
11.4,9,977,0.6,0,19.44,0,0,39,0,1,1,1,0.09,15.07,0
27.99,21,175,35.29,1,11.0,0,1,4,0,1,1,0,0.231,10.28,0
43.12,16,1351,10.94,2,93.8,0,0,78,0,1,1,1,0.029,17.7,0
243.03,1,37,15.67,0,9.88,0,0,1,0,1,1,0,0.188,7.25,1
6.61,18,200,4.38,3,84.29,0,0,7,0,1,1,0,0.086,25.16,0
95.52,19,511,3.02,0,21.03,0,0,14,0,1,1,0,0.099,7.6,0
79.29,5,374,4.19,2,15.18,0,0,31,0,1,1,1,0.105,21.52,0
13.75,12,391,3.97,1,34.33,1,0,38,0,1,1,1,0.267,7.36,0
36.72,8,792,29.98,4,129.09,0,1,70,0,1,1,1,0.116,41.64,0
18.96,11,108,23.22,0,13.33,0,1,8,0,1,1,1,0.056,3.3,0
36.08,17,2011,28.73,1,33.17,0,0,122,0,1,1,1,0.262,0.0,0
135.52,7,288,19.91,0,36.08,1,0,24,0,1,1,1,0.349,14.03,0
54.91,17,1496,15.47,1,12.14,0,0,91,0,1,1,1,0.167,12.49,0
49.83,22,242,11.26,3,16.14,0,0,10,0,1,1,0,0.34,26.55,0
19.49,21,460,4.63,2,17.44,0,0,16,0,1,1,1,0.196,9.37,0
6.79,1,299,18.33,1,29.47,0,0,10,0,1,1,1,0.245,0.0,0
24.33,7,563,2.2,1,8.54,0,0,30,0,1,1,1,0.108,17.68,0
100.14,9,101,10.73,5,27.82,2,1,7,0,1,1,1,0.162,54.44,1
6.51,8,256,3.26,0,10.71,0,0,7,0,1,1,1,0.234,9.98,0
10.43,23,35,10.54,1,23.01,0,0,0,0,1,1,1,0.045,1.58,0
34.0,17,456,5.22,2,10.77,0,0,8,0,1,1,0,0.114,18.67,0
11.19,7,1644,0.82,1,77.95,0,0,69,0,1,1,0,0.086,4.69,0
13.56,18,23,10.51,1,33.51,0,0,1,0,1,1,1,0.11,10.16,0
19.62,2,539,3.01,1,14.29,0,1,9,0,1,1,1,0.09,6.72,0
7.65,8,746,2.64,1,104.4,0,0,41,0,1,1,1,0.186,0.0,0
11.31,12,120,7.28,2,7.97,2,0,4,1,0,1,0,0.368,60.33,0
60.55,8,159,6.74,2,26.52,0,0,14,0,1,1,0,0.023,19.5,0
8.11,19,113,30.26,0,38.33,0,0,10,0,1,1,0,0.039,0.0,0
6.06,11,176,12.47,2,21.21,0,0,8,1,1,1,0,0.284,5.02,0
15.96,22,58,28.92,2,24.07,0,0,5,0,1,1,1,0.575,16.61,0
62.3,12,231,2.38,1,15.49,0,0,22,0,0,0,1,0.213,14.46,0
24.61,7,230,6.63,1,13.53,0,0,14,0,1,1,0,0.067,0.0,0
18.83,14,823,12.16,2,54.18,0,0,40,0,1,0,0,0.249,17.53,0
31.32,12,807,2.49,1,29.16,1,0,20,0,1,1,1,0.153,21.98,0
5.23,20,797,2.06,0,34.71,0,0,50,0,1,1,0,0.246,5.02,0
49.14,12,419,16.24,1,45.66,0,0,36,0,1,1,1,0.159,2.57,0
43.97,16,197,15.91,1,16.42,2,0,9,0,1,1,0,0.057,26.41,0
19.9,14,265,4.0,6,15.45,0,0,15,0,1,1,0,0.143,52.47,0
81.93,21,191,3.86,2,15.0,0,0,9,0,1,1,1,0.409,14.45,0
9.7,18,436,20.52,1,28.12,1,0,32,0,1,1,1,0.164,36.6,0
92.56,2,1390,1.87,1,127.84,0,0,86,0,1,1,1,0.217,15.85,0
34.97,13,167,38.51,1,27.96,0,0,9,0,1,1,1,0.064,2.72,0
21.4,9,307,43.17,3,2.37,1,0,10,0,1,1,0,0.199,42.22,1
29.37,16,532,30.72,0,33.81,0,0,35,0,1,1,0,0.22,0.0,0
26.92,7,931,3.55,2,36.4,0,0,53,0,1,1,1,0.213,11.98,0
101.52,17,146,0.25,2,59.66,0,0,10,0,1,0,0,0.308,13.08,0
10.21,11,164,41.4,0,75.81,0,0,11,1,1,1,1,0.158,0.0,0
13.98,16,1082,6.32,2,269.04,0,0,44,0,1,1,0,0.405,5.36,0
84.46,22,42,5.57,0,25.8,1,0,2,0,1,1,0,0.19,26.46,0
16.52,10,465,4.55,1,32.82,0,0,37,0,1,1,1,0.155,8.78,0
73.74,8,985,4.21,4,35.48,0,1,69,0,1,1,1,0.153,28.11,0
163.93,21,1274,19.9,3,20.56,1,1,74,0,1,1,1,0.159,44.77,1
20.05,23,6,35.77,0,22.46,0,0,0,0,1,1,1,0.064,4.94,0
59.23,23,231,23.13,2,15.23,0,0,12,0,1,1,1,0.129,13.23,0
9.45,22,149,16.82,1,19.61,1,0,6,0,1,1,0,0.327,33.86,0
63.73,14,420,5.09,3,24.52,0,1,28,0,1,1,1,0.016,9.42,0
36.58,8,501,11.88,0,40.03,0,0,9,0,1,1,0,0.099,0.0,0
48.09,11,3650,4.06,0,37.96,0,0,89,0,1,1,0,0.068,4.05,0
15.71,10,360,1.77,2,11.04,0,0,11,0,1,1,1,0.208,14.38,0
5.69,16,401,1.92,1,9.24,0,0,39,0,1,1,1,0.102,5.74,0
49.56,5,267,13.89,1,18.39,0,0,10,0,0,1,0,0.229,3.05,0
3.81,7,80,0.59,1,95.67,0,0,4,0,1,1,1,0.03,21.7,0
21.82,9,181,54.32,1,37.3,0,1,11,0,1,1,1,0.146,6.43,0
